EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,Attrition
636,37,Male,Research & Development,Research Director,Bachelor's,6258,0,0,0,2,4,No,29,No
637,41,Male,Research & Development,Laboratory Technician,High School,6710,4,1,1,1,1,No,25,Yes
638,31,Female,IT,IT Manager,Bachelor's,11380,11,8,9,1,1,No,22,No
639,24,Male,Human Resources,HR Executive,Bachelor's,13542,4,3,3,1,4,No,11,Yes
640,53,Female,Sales,Manager,PhD,9674,28,3,6,4,3,No,10,No
641,33,Male,Research & Development,Research Scientist,Bachelor's,11036,6,3,6,4,4,Yes,13,No
642,60,Female,Research & Development,Research Director,Bachelor's,14039,14,0,0,2,4,No,23,No
643,41,Male,Research & Development,Research Director,Master's,6958,12,1,4,2,1,Yes,11,No
644,59,Female,Human Resources,Manager,Bachelor's,3575,21,0,7,3,1,No,10,No
645,49,Female,Research & Development,Research Director,Bachelor's,3731,17,0,15,3,4,No,6,No
646,37,Female,Sales,Manager,Master's,6509,14,6,8,4,4,No,7,No
647,54,Female,IT,IT Manager,Master's,16203,4,1,1,1,4,No,20,No
648,48,Female,Research & Development,Research Scientist,Bachelor's,5338,5,0,2,1,2,Yes,16,Yes
649,34,Female,Human Resources,Manager,Bachelor's,10853,6,1,4,3,2,No,27,Yes
650,43,Female,Sales,Sales Representative,Bachelor's,13881,13,6,7,1,1,No,6,No
651,30,Female,Human Resources,HR Executive,Master's,5679,2,0,1,3,3,Yes,17,No
652,54,Male,Research & Development,Laboratory Technician,Master's,14507,35,0,4,4,2,No,8,No
653,26,Male,Research & Development,Research Director,Bachelor's,5239,7,1,7,4,3,No,17,No
654,56,Male,Research & Development,Research Scientist,PhD,15323,20,3,4,3,1,Yes,10,No
655,29,Male,IT,IT Manager,Master's,6023,11,2,2,4,4,No,23,Yes
656,27,Male,Finance,Finance Manager,Bachelor's,13266,1,0,0,1,3,No,4,No
657,37,Male,Human Resources,HR Executive,Master's,7562,11,2,11,2,4,No,2,No
658,59,Female,Sales,Manager,PhD,6240,18,2,5,3,3,No,4,No
659,27,Female,Research & Development,Laboratory Technician,Master's,7746,8,0,8,1,3,Yes,10,No
660,23,Male,Research & Development,Research Scientist,Bachelor's,9361,1,0,0,3,3,No,14,No
661,45,Male,Research & Development,Research Scientist,Bachelor's,4377,1,0,0,1,4,No,20,No
662,59,Female,Research & Development,Research Director,Master's,17105,19,0,0,4,4,No,14,Yes
663,45,Female,Research & Development,Research Director,Bachelor's,9733,18,0,0,3,2,Yes,18,No
664,33,Male,Sales,Sales Representative,Bachelor's,10502,10,7,8,3,3,No,30,No
665,37,Male,Sales,Sales Executive,Bachelor's,5912,7,0,0,1,3,No,11,Yes
666,56,Male,Sales,Sales Representative,High School,5434,23,10,11,3,3,No,13,No
667,35,Female,Human Resources,HR Executive,PhD,10944,7,1,2,2,2,No,1,No
668,59,Female,Sales,Sales Representative,Bachelor's,8420,6,2,2,1,2,No,24,No
669,22,Male,Sales,Sales Representative,Master's,14985,2,2,2,3,4,Yes,15,No
670,27,Male,Human Resources,HR Specialist,Bachelor's,14380,1,1,1,4,2,Yes,2,No
671,21,Male,Sales,Manager,Master's,5014,1,0,1,2,1,No,23,No
672,21,Female,Human Resources,HR Specialist,Bachelor's,14555,1,0,1,2,4,Yes,24,No
673,46,Male,Research & Development,Laboratory Technician,Bachelor's,12465,1,1,1,1,1,No,3,No
674,48,Male,Research & Development,Laboratory Technician,Bachelor's,8631,28,2,10,2,3,No,12,No
675,21,Male,Research & Development,Laboratory Technician,High School,9277,3,0,0,2,2,No,24,No
676,21,Male,Research & Development,Laboratory Technician,High School,15127,0,0,0,1,3,No,8,Yes
677,59,Female,Human Resources,HR Specialist,Master's,17907,8,2,5,2,3,Yes,5,Yes
678,37,Female,Finance,Financial Analyst,High School,17508,7,4,4,2,2,No,28,No
679,24,Female,Sales,Sales Executive,Bachelor's,4496,4,0,0,2,1,Yes,2,Yes
680,59,Male,Research & Development,Research Scientist,Bachelor's,17901,9,0,0,1,1,Yes,15,Yes
681,43,Male,Research & Development,Research Scientist,Bachelor's,11996,6,3,6,3,1,Yes,2,Yes
682,57,Male,Research & Development,Laboratory Technician,Master's,5633,30,0,1,1,2,No,4,No
683,36,Female,Sales,Sales Representative,Bachelor's,7021,11,1,2,1,1,No,10,No
684,24,Female,Research & Development,Research Director,Master's,8535,3,0,0,2,3,No,28,No
685,40,Female,Finance,Finance Manager,PhD,15120,0,0,0,1,1,No,17,No
686,54,Male,Sales,Sales Executive,PhD,7587,12,9,10,3,1,No,17,No
687,25,Male,Research & Development,Laboratory Technician,Bachelor's,14734,5,0,5,4,4,No,5,No
688,42,Female,Finance,Financial Analyst,Master's,3301,22,9,11,3,2,No,6,No
689,28,Male,Sales,Sales Executive,Bachelor's,10194,1,0,0,1,4,No,14,No
690,40,Female,Research & Development,Research Scientist,Bachelor's,17013,19,8,17,2,2,Yes,9,No
691,26,Male,Research & Development,Research Scientist,High School,12595,3,0,1,3,1,No,19,No
692,60,Female,Human Resources,HR Executive,Bachelor's,7163,10,1,6,2,1,No,26,No
693,22,Female,Research & Development,Laboratory Technician,Bachelor's,11359,0,0,0,1,3,No,21,No
694,58,Male,Research & Development,Laboratory Technician,Bachelor's,5727,31,1,7,1,1,Yes,10,No
695,58,Male,Sales,Sales Representative,Bachelor's,5011,11,0,0,3,2,No,9,No
696,51,Male,Human Resources,HR Executive,Bachelor's,7755,17,3,7,3,3,Yes,22,No
697,41,Female,Research & Development,Laboratory Technician,Bachelor's,11991,11,2,4,3,1,No,11,No
698,50,Male,Research & Development,Research Director,Bachelor's,7447,26,3,20,4,4,No,29,No
699,58,Male,Human Resources,HR Specialist,Bachelor's,5373,12,3,6,3,4,No,13,No
700,33,Male,Research & Development,Laboratory Technician,Master's,10833,9,0,8,1,4,Yes,1,Yes
701,36,Female,Human Resources,Manager,Master's,16035,1,0,0,3,4,Yes,29,No
702,53,Male,Research & Development,Research Scientist,Master's,7874,29,1,11,4,2,No,30,No
703,58,Female,Sales,Sales Representative,Master's,14713,10,3,8,4,1,No,22,No
704,43,Male,Research & Development,Research Scientist,Bachelor's,4043,4,0,4,4,2,Yes,20,No
705,56,Male,Sales,Sales Representative,High School,11029,17,8,14,3,2,No,15,No
706,39,Male,Finance,Accountant,High School,5416,14,2,2,3,4,No,5,No
707,43,Male,Research & Development,Research Director,Bachelor's,2512,20,8,15,4,3,No,20,No
708,33,Female,IT,IT Support,Bachelor's,6290,7,4,6,3,4,No,1,No
709,31,Female,Research & Development,Laboratory Technician,Bachelor's,8111,11,1,1,4,1,No,25,No
710,45,Male,Sales,Sales Representative,Bachelor's,17873,2,0,0,1,1,No,8,No
711,50,Male,Research & Development,Laboratory Technician,PhD,3909,15,0,0,2,2,No,26,No
712,49,Female,Human Resources,HR Specialist,Bachelor's,14162,23,6,14,3,4,No,27,No
713,49,Female,Research & Development,Laboratory Technician,Master's,11015,0,0,0,4,3,No,17,No
714,33,Female,Finance,Accountant,Bachelor's,3926,11,1,1,4,1,No,27,Yes
715,37,Male,Sales,Sales Executive,PhD,4289,11,4,9,1,2,No,7,No
716,30,Female,IT,IT Manager,PhD,7650,5,2,3,3,2,No,10,No
717,35,Male,Sales,Manager,Master's,4274,4,3,3,1,3,No,28,Yes
718,46,Male,Research & Development,Research Director,Master's,16339,0,0,0,2,1,No,18,No
719,59,Female,Research & Development,Laboratory Technician,PhD,2864,22,8,9,1,3,No,13,Yes
720,52,Female,Finance,Finance Manager,Master's,17955,34,7,14,2,2,No,1,No
721,54,Male,IT,Software Engineer,Master's,10798,14,2,13,2,3,No,9,No
722,29,Male,IT,IT Support,Master's,8329,10,2,4,2,4,Yes,29,No
723,39,Female,Finance,Finance Manager,Bachelor's,14869,12,7,11,4,4,No,17,No
724,45,Male,Finance,Finance Manager,High School,16828,2,1,2,1,1,Yes,8,No
725,23,Male,Human Resources,Manager,Bachelor's,17512,3,0,0,3,3,No,18,Yes
726,39,Male,Research & Development,Laboratory Technician,Bachelor's,16503,4,2,2,2,3,No,25,No
727,31,Male,Sales,Manager,Bachelor's,10452,4,0,0,4,3,No,25,No
728,48,Male,Research & Development,Laboratory Technician,Bachelor's,16436,23,3,8,2,4,No,16,No
729,48,Female,Research & Development,Research Director,Master's,5329,27,1,2,2,1,No,24,Yes
730,57,Male,Research & Development,Research Director,Master's,6802,29,6,6,2,1,No,29,No
731,37,Male,IT,Software Engineer,Bachelor's,15517,3,2,3,4,1,No,11,No
732,42,Female,Sales,Manager,PhD,8631,4,1,2,2,4,No,5,No
733,37,Male,Sales,Sales Representative,Bachelor's,11268,12,0,0,3,1,No,26,No
734,28,Male,Sales,Sales Representative,High School,6651,0,0,0,1,4,No,6,No
735,39,Male,Research & Development,Research Director,Master's,14604,10,1,1,4,1,No,4,Yes
736,24,Female,IT,IT Manager,Bachelor's,9845,0,0,0,1,2,No,1,Yes
737,36,Female,Human Resources,HR Specialist,Bachelor's,6683,1,0,0,4,1,Yes,17,No
738,42,Female,Sales,Manager,Master's,6832,9,8,9,3,1,Yes,21,No
739,51,Male,Sales,Sales Executive,Bachelor's,14713,10,3,3,2,3,No,13,No
740,47,Male,Research & Development,Research Director,Master's,10214,4,0,0,4,4,No,26,No
741,48,Female,IT,Software Engineer,Bachelor's,5999,0,0,0,4,3,No,17,No
742,36,Male,Research & Development,Research Scientist,Bachelor's,10285,15,1,10,4,4,Yes,10,Yes
743,39,Male,Research & Development,Research Scientist,Bachelor's,5526,6,0,0,1,2,Yes,18,No
744,34,Female,Research & Development,Research Scientist,Master's,3265,15,0,10,4,3,No,29,No
745,36,Male,Sales,Manager,Master's,10141,18,10,16,2,3,Yes,18,No
746,56,Female,Research & Development,Research Scientist,Bachelor's,6811,35,1,2,3,1,No,26,No
747,38,Male,Finance,Financial Analyst,Master's,12340,10,2,3,4,4,No,8,No
748,24,Male,Research & Development,Research Director,Bachelor's,9263,6,0,0,3,2,No,24,No
749,21,Male,Sales,Manager,Master's,9110,2,0,2,1,1,Yes,29,Yes
750,53,Male,Sales,Manager,High School,12186,21,2,15,1,1,Yes,21,No
751,58,Female,Research & Development,Research Director,Bachelor's,5088,23,8,10,3,3,No,1,No
752,34,Female,Research & Development,Laboratory Technician,Master's,6928,11,0,0,2,1,No,19,No
753,36,Male,Research & Development,Research Director,High School,9360,15,0,13,4,2,Yes,9,Yes
754,48,Male,Sales,Sales Executive,Master's,5541,18,0,12,1,4,No,3,Yes
755,43,Female,Research & Development,Research Scientist,Bachelor's,13704,17,0,6,1,4,No,15,No
756,54,Male,Sales,Sales Representative,Bachelor's,5319,25,0,0,3,2,No,1,No
757,46,Female,Research & Development,Research Director,Bachelor's,9709,22,3,17,4,1,No,3,No
758,34,Female,Research & Development,Laboratory Technician,High School,8373,2,0,1,4,1,No,7,Yes
759,53,Male,Sales,Manager,Bachelor's,13123,31,6,20,4,4,No,9,No
760,49,Male,Research & Development,Laboratory Technician,High School,11583,5,0,0,1,2,No,20,No
761,51,Male,Research & Development,Research Scientist,Master's,5401,32,3,12,4,2,No,14,No
762,32,Female,Research & Development,Research Scientist,Bachelor's,12284,10,7,7,2,4,Yes,19,No
763,24,Male,Human Resources,HR Specialist,Bachelor's,13166,2,0,0,4,3,No,16,Yes
764,28,Male,Sales,Sales Executive,High School,3646,1,0,0,1,1,No,9,No
765,39,Male,IT,IT Support,Bachelor's,12733,21,2,7,1,2,No,8,No
766,59,Male,IT,Software Engineer,Master's,14188,15,5,14,3,2,No,16,No
767,36,Female,Sales,Sales Executive,Bachelor's,14504,11,0,0,4,3,No,8,No
768,42,Female,Human Resources,HR Executive,High School,7084,17,8,11,2,2,Yes,27,No
769,34,Female,IT,IT Support,Bachelor's,8373,2,2,2,1,1,Yes,22,Yes
770,42,Male,Research & Development,Research Scientist,Master's,9868,16,0,3,4,2,No,18,No
771,37,Male,Finance,Financial Analyst,Master's,8592,11,0,3,3,1,Yes,30,No
772,29,Male,Research & Development,Laboratory Technician,Bachelor's,8534,5,0,0,4,1,No,16,No
773,28,Male,Research & Development,Laboratory Technician,High School,8039,10,1,1,2,2,No,29,Yes
774,56,Male,IT,IT Manager,Bachelor's,8838,34,7,14,1,2,No,11,No
775,48,Male,Finance,Finance Manager,Master's,8935,24,2,18,3,3,Yes,11,No
776,53,Male,Sales,Sales Executive,Bachelor's,6170,4,2,4,2,4,Yes,20,No
777,29,Male,Research & Development,Research Director,Bachelor's,6385,4,3,4,2,2,Yes,5,No
778,39,Female,Research & Development,Research Scientist,High School,5867,0,0,0,4,2,No,2,No
779,28,Male,Human Resources,Manager,Master's,3660,5,2,3,2,2,Yes,6,No
780,44,Male,Human Resources,HR Specialist,Bachelor's,3579,15,4,11,2,3,No,18,Yes
781,21,Female,Sales,Sales Representative,Bachelor's,6159,3,0,0,1,4,Yes,28,No
782,38,Male,Sales,Sales Executive,Master's,3091,5,1,1,3,4,Yes,23,No
783,33,Male,Research & Development,Laboratory Technician,Bachelor's,2937,14,5,6,1,2,Yes,16,Yes
784,55,Male,Research & Development,Research Director,PhD,15497,12,1,9,4,4,No,28,No
785,33,Male,Research & Development,Laboratory Technician,Master's,8534,12,0,4,1,4,No,10,No
786,43,Male,Sales,Sales Representative,Bachelor's,7763,0,0,0,3,4,No,10,No
787,38,Female,IT,Software Engineer,Bachelor's,17757,11,2,10,1,3,Yes,28,Yes
788,53,Male,Research & Development,Laboratory Technician,Master's,7333,31,0,17,3,3,No,21,No
789,24,Female,Research & Development,Research Scientist,Master's,14195,0,0,0,4,4,No,4,No
790,42,Female,Research & Development,Research Scientist,Master's,9985,16,8,13,3,2,No,11,No
791,36,Male,Sales,Sales Representative,Master's,12391,17,4,6,1,2,No,7,No
792,33,Female,Sales,Sales Representative,High School,13230,7,0,0,3,3,Yes,16,No
793,38,Male,Research & Development,Laboratory Technician,Bachelor's,10826,3,0,2,2,4,No,7,No
794,42,Male,IT,IT Support,Bachelor's,15031,3,0,0,2,2,No,26,No
795,36,Male,Research & Development,Research Director,Bachelor's,9522,14,1,10,1,4,No,17,Yes
796,48,Male,Human Resources,Manager,Bachelor's,4495,6,0,4,3,1,No,10,No
797,49,Female,Finance,Financial Analyst,Bachelor's,13242,23,8,15,3,4,No,11,No
798,52,Female,Sales,Sales Executive,PhD,2734,8,4,6,1,4,Yes,7,Yes
799,56,Female,Research & Development,Research Scientist,Master's,17717,2,0,0,3,1,No,1,No
800,26,Female,Research & Development,Research Director,Master's,11130,0,0,0,3,3,No,29,Yes
801,37,Male,Research & Development,Laboratory Technician,High School,7930,16,9,11,3,1,No,19,No
802,36,Male,Finance,Finance Manager,Bachelor's,4383,1,0,0,3,2,Yes,30,No
803,25,Male,IT,IT Support,Bachelor's,9053,6,4,4,3,2,Yes,30,Yes
804,29,Male,Sales,Manager,Master's,4909,4,0,0,1,3,No,5,No
805,33,Female,Research & Development,Laboratory Technician,Bachelor's,8704,14,2,12,2,4,No,9,No
806,22,Female,Research & Development,Research Scientist,Master's,5907,1,0,0,3,4,No,18,No
807,46,Male,Research & Development,Research Scientist,Master's,15792,23,3,19,2,4,No,2,No
808,28,Male,Research & Development,Laboratory Technician,Master's,16313,1,0,1,2,4,No,10,No
809,54,Female,Research & Development,Research Director,Master's,9481,19,6,7,3,4,No,19,No
810,38,Female,Finance,Accountant,Master's,5470,14,1,5,4,3,No,26,No
811,51,Male,Human Resources,HR Executive,Master's,16267,0,0,0,4,3,No,19,No
812,26,Female,Research & Development,Research Scientist,PhD,6681,7,0,3,4,3,No,20,No
813,22,Male,IT,IT Support,Bachelor's,13267,2,0,2,1,4,No,2,No
814,42,Male,Human Resources,Manager,Bachelor's,8397,1,0,1,3,2,No,23,No
815,53,Female,Sales,Manager,Bachelor's,3859,30,1,5,4,2,No,16,No
816,23,Female,Research & Development,Research Scientist,Master's,6849,3,0,1,3,1,Yes,26,No
817,30,Female,IT,IT Manager,Bachelor's,7613,2,0,0,4,2,No,18,No
818,42,Male,Sales,Sales Representative,Master's,6762,3,1,2,1,4,No,22,No
819,24,Male,Human Resources,Manager,Master's,8578,0,0,0,4,2,Yes,26,Yes
820,58,Male,Finance,Finance Manager,Master's,15811,4,3,4,2,1,No,29,No
821,30,Male,IT,IT Support,Bachelor's,9544,5,0,5,2,2,No,24,No
822,24,Female,Research & Development,Research Scientist,Bachelor's,12557,2,2,2,2,4,Yes,14,No
823,37,Male,Research & Development,Research Scientist,Bachelor's,10745,14,6,13,3,3,No,3,No
824,26,Male,Finance,Accountant,Master's,3531,0,0,0,1,3,Yes,24,Yes
825,30,Female,Sales,Sales Executive,Bachelor's,7227,7,0,3,3,1,No,26,No
826,38,Male,Research & Development,Research Scientist,Master's,5275,16,7,15,1,1,No,16,Yes
827,33,Female,IT,IT Support,Master's,12081,9,1,4,1,4,No,25,No
828,49,Male,IT,IT Support,Bachelor's,8435,27,0,11,4,2,No,26,No
829,54,Male,IT,Software Engineer,Bachelor's,2770,6,2,4,1,2,No,10,No
830,44,Male,Research & Development,Research Director,Master's,9408,20,0,6,1,4,Yes,21,Yes
831,37,Male,Sales,Manager,Bachelor's,8411,17,7,17,2,1,No,15,No
832,43,Male,Sales,Manager,Bachelor's,13699,17,0,3,2,4,Yes,8,No
833,32,Female,Sales,Manager,Master's,13186,14,2,11,2,3,No,5,No
834,27,Male,Finance,Accountant,Bachelor's,11379,9,3,8,2,3,Yes,17,No
835,36,Female,Sales,Manager,Master's,3125,18,5,6,3,3,Yes,29,No
836,56,Female,Research & Development,Laboratory Technician,Master's,14528,27,4,4,4,4,No,29,No
837,29,Male,Sales,Sales Representative,Master's,14575,5,3,4,2,2,No,16,No
838,33,Male,IT,Software Engineer,Bachelor's,4669,9,0,1,4,3,No,25,Yes
839,44,Female,Sales,Sales Executive,Master's,14129,7,0,0,1,2,Yes,21,No
840,26,Female,IT,IT Manager,Bachelor's,4717,4,4,4,2,1,No,8,No
841,47,Female,Finance,Accountant,Master's,9016,15,1,6,1,3,Yes,6,Yes
842,29,Male,Research & Development,Research Director,Bachelor's,13519,9,0,0,4,2,No,9,No
843,36,Female,IT,IT Support,Master's,4760,15,4,5,4,2,No,9,No
844,51,Male,Sales,Sales Executive,Bachelor's,14886,29,1,14,2,2,No,11,No
845,44,Female,Research & Development,Research Scientist,Bachelor's,7329,18,0,11,3,4,No,28,No
846,26,Female,IT,IT Support,Bachelor's,13479,7,2,2,3,1,Yes,4,No
847,46,Male,Finance,Financial Analyst,High School,11191,13,4,6,2,3,No,18,No
848,55,Female,Research & Development,Research Director,Bachelor's,5315,22,7,19,3,4,No,5,No
849,56,Male,Sales,Manager,Master's,16016,4,0,4,3,2,No,8,No
850,56,Male,Sales,Manager,Bachelor's,4280,26,10,19,1,1,No,10,No
851,21,Male,IT,Software Engineer,Master's,9499,3,0,1,1,3,No,13,No
852,36,Male,Sales,Sales Executive,PhD,4258,7,4,4,4,1,No,14,Yes
853,36,Female,Research & Development,Research Director,Master's,4847,18,0,5,2,4,No,13,No
854,59,Male,Sales,Sales Executive,High School,2523,28,8,12,3,4,No,12,No
855,60,Female,Sales,Sales Executive,Bachelor's,13216,16,4,7,2,3,No,2,No
856,35,Male,Sales,Manager,Bachelor's,13472,15,5,9,3,3,No,17,No
857,31,Male,IT,IT Manager,Master's,13802,7,1,6,1,4,Yes,25,No
858,32,Female,Finance,Accountant,Bachelor's,13288,13,4,6,2,3,No,16,No
859,59,Male,Human Resources,HR Executive,Bachelor's,13684,14,2,4,3,1,No,10,No
860,32,Male,IT,Software Engineer,Bachelor's,12635,0,0,0,4,1,Yes,24,No
861,43,Female,Finance,Accountant,Bachelor's,4929,11,10,11,1,1,Yes,10,No
862,49,Male,Research & Development,Research Director,Bachelor's,2818,8,3,4,1,1,No,20,Yes
863,31,Female,Research & Development,Research Scientist,High School,15777,8,5,8,4,3,Yes,3,No
864,29,Male,Sales,Sales Executive,Bachelor's,15381,3,1,3,3,3,No,17,No
865,35,Male,Finance,Financial Analyst,High School,10079,14,2,2,3,2,No,13,No
866,21,Male,Sales,Sales Executive,Bachelor's,8413,2,1,2,3,2,Yes,12,No
867,30,Female,Sales,Sales Executive,Master's,13810,3,0,0,3,1,No,2,No
868,47,Male,IT,Software Engineer,Master's,9920,28,4,14,1,4,Yes,25,Yes
869,45,Female,Research & Development,Research Scientist,Bachelor's,10937,27,2,6,3,2,Yes,1,No
870,39,Male,Finance,Accountant,Bachelor's,16144,9,7,9,4,1,No,9,No
871,32,Male,IT,IT Support,Bachelor's,4221,4,2,2,4,4,No,2,No
872,22,Female,Sales,Sales Representative,Bachelor's,4822,2,1,2,3,1,No,8,No
873,38,Male,Sales,Manager,Bachelor's,2674,13,1,2,4,3,Yes,7,Yes
874,57,Female,Human Resources,Manager,Bachelor's,7502,22,10,19,4,3,No,18,No
875,54,Female,Research & Development,Research Director,High School,4843,32,9,11,1,4,Yes,28,No
876,37,Male,Sales,Manager,Master's,15740,8,5,5,1,2,No,13,No
877,54,Male,Sales,Sales Executive,Bachelor's,7469,33,4,15,3,4,Yes,12,No
878,22,Male,Finance,Financial Analyst,Bachelor's,13025,3,0,0,4,4,No,25,No
879,47,Female,Research & Development,Research Scientist,Bachelor's,6027,7,1,1,4,4,No,7,Yes
880,48,Female,Sales,Sales Executive,Bachelor's,6337,2,1,2,3,2,No,12,No
881,39,Female,Research & Development,Research Scientist,Master's,17795,1,0,1,2,1,Yes,27,Yes
882,42,Female,Research & Development,Research Scientist,Bachelor's,6817,15,6,6,1,2,No,25,No
883,41,Female,Finance,Financial Analyst,Bachelor's,5618,13,0,8,1,3,Yes,22,No
884,25,Female,Sales,Sales Representative,Master's,17521,0,0,0,4,2,No,10,No
885,28,Male,Research & Development,Research Director,PhD,15206,6,1,4,3,1,Yes,26,No
886,40,Female,Research & Development,Laboratory Technician,Bachelor's,8701,14,0,1,1,1,No,8,No
887,34,Female,Human Resources,HR Specialist,High School,6379,4,0,0,2,4,No,7,Yes
888,40,Female,Research & Development,Research Scientist,PhD,14794,20,3,14,4,4,No,29,No
889,58,Female,Sales,Sales Representative,Bachelor's,12024,9,0,5,4,3,No,27,No
890,33,Male,Sales,Manager,High School,10295,4,0,4,1,2,No,29,Yes
891,38,Female,Sales,Sales Representative,Bachelor's,10356,20,4,9,2,1,Yes,9,Yes
892,48,Female,Sales,Manager,High School,3262,13,6,8,2,2,No,22,No
893,48,Male,Research & Development,Research Director,Master's,3010,28,2,17,1,4,No,5,Yes
894,51,Male,Sales,Sales Representative,Master's,8240,30,0,12,2,1,Yes,30,No
895,35,Female,Human Resources,HR Executive,Bachelor's,12935,3,3,3,2,2,Yes,24,No
896,53,Female,Research & Development,Laboratory Technician,Master's,17423,22,6,20,1,2,No,27,No
897,49,Female,Research & Development,Laboratory Technician,Master's,15785,7,0,3,2,2,No,8,No
898,37,Male,Sales,Manager,Master's,8656,11,0,0,3,4,No,27,No
899,43,Female,Human Resources,HR Specialist,Master's,6362,13,0,5,2,4,Yes,13,Yes
900,60,Male,Sales,Sales Representative,Bachelor's,17381,7,0,4,4,3,No,25,No
901,42,Male,Sales,Manager,High School,17341,4,3,4,4,1,Yes,29,No
902,42,Male,Research & Development,Laboratory Technician,Master's,5402,4,1,1,2,4,Yes,27,No
903,41,Male,Finance,Financial Analyst,Bachelor's,16985,8,5,6,3,3,Yes,29,Yes
904,56,Female,Research & Development,Research Scientist,Master's,16203,21,6,12,4,1,No,25,No
905,34,Female,Sales,Manager,Bachelor's,11988,11,0,1,3,1,No,29,No
906,37,Male,Research & Development,Research Scientist,Master's,11773,7,3,4,4,1,Yes,12,No
907,40,Male,Research & Development,Research Scientist,Master's,8233,8,0,4,4,2,No,19,No
908,53,Male,Finance,Finance Manager,Bachelor's,17242,29,2,13,2,3,No,28,No
909,24,Male,IT,Software Engineer,Master's,15498,5,4,5,2,4,No,22,No
910,37,Female,Human Resources,HR Specialist,Bachelor's,12548,12,9,11,4,2,No,22,No
911,41,Female,Sales,Sales Representative,Bachelor's,13003,3,1,1,2,4,No,18,No
912,52,Female,IT,Software Engineer,Bachelor's,16422,22,6,13,3,3,No,28,No
913,29,Female,Sales,Sales Executive,Master's,8094,1,0,0,1,1,Yes,19,No
914,53,Female,Research & Development,Research Director,Master's,5155,12,5,6,1,2,No,15,No
915,41,Male,Finance,Accountant,Bachelor's,17657,23,4,17,2,4,No,21,No
916,24,Female,Finance,Finance Manager,Bachelor's,16735,1,1,1,3,3,Yes,23,No
917,25,Male,Finance,Finance Manager,Bachelor's,3120,0,0,0,4,3,No,12,Yes
918,39,Male,Research & Development,Laboratory Technician,Master's,9970,7,3,6,2,1,No,17,No
919,46,Female,IT,Software Engineer,Bachelor's,13780,23,0,19,4,1,No,14,No
920,49,Female,Finance,Accountant,Bachelor's,17919,26,7,17,2,2,No,10,No
921,57,Male,Research & Development,Laboratory Technician,Master's,8500,1,0,1,2,4,No,20,No
922,25,Female,Research & Development,Research Director,Master's,8436,0,0,0,4,1,No,6,No
923,49,Female,Sales,Manager,Bachelor's,17214,9,0,0,3,4,Yes,21,No
924,37,Male,Sales,Manager,High School,14184,4,2,3,2,3,No,8,No
925,46,Male,Research & Development,Laboratory Technician,PhD,16129,16,0,1,4,3,Yes,9,No
926,30,Male,Research & Development,Research Director,Bachelor's,14430,11,5,8,4,4,No,16,No
927,34,Male,IT,Software Engineer,Bachelor's,5048,2,0,0,2,2,No,22,No
928,33,Male,Research & Development,Research Scientist,Bachelor's,13027,15,2,2,3,4,No,3,No
929,55,Male,Research & Development,Laboratory Technician,Bachelor's,13456,3,0,0,4,4,No,19,No
930,45,Female,Research & Development,Research Scientist,Bachelor's,6679,9,2,2,4,3,No,10,Yes
931,41,Female,Sales,Manager,Master's,17177,11,0,1,3,3,No,21,No
932,34,Female,Research & Development,Research Scientist,Bachelor's,15066,7,3,3,3,3,No,15,No
933,60,Female,Sales,Sales Executive,Master's,4806,22,10,14,2,3,Yes,17,No
934,34,Male,IT,Software Engineer,High School,3067,7,4,4,1,4,No,24,Yes
935,57,Male,Research & Development,Laboratory Technician,Bachelor's,13152,9,3,8,2,4,No,10,No
936,53,Female,Research & Development,Laboratory Technician,High School,7036,20,5,15,1,1,Yes,3,Yes
937,47,Female,Finance,Financial Analyst,Master's,15912,26,7,7,2,4,No,2,No
938,58,Female,Sales,Sales Executive,Master's,17756,31,0,10,2,4,No,11,No
939,47,Female,Research & Development,Laboratory Technician,Master's,3528,21,1,15,2,3,Yes,17,No
940,53,Female,Research & Development,Research Director,Bachelor's,10912,26,4,4,4,4,No,2,No
941,29,Male,Research & Development,Research Scientist,Master's,13427,7,1,2,3,3,No,1,No
942,60,Male,Sales,Sales Representative,Bachelor's,8477,0,0,0,4,1,No,28,No
943,59,Male,Human Resources,Manager,Master's,8283,18,4,5,4,4,Yes,18,No
944,60,Male,Research & Development,Research Director,Master's,12690,12,7,11,2,4,No,14,No
945,29,Female,Sales,Manager,Bachelor's,10378,6,0,6,2,3,No,8,No
946,57,Male,Research & Development,Research Scientist,High School,3137,30,0,6,3,2,No,24,No
947,37,Male,Research & Development,Research Director,Bachelor's,5017,9,0,0,2,2,No,4,Yes
948,27,Female,Human Resources,HR Executive,Bachelor's,3105,2,1,1,2,2,No,5,No
949,45,Male,Research & Development,Laboratory Technician,Master's,16087,20,9,20,2,1,No,7,No
950,42,Female,Research & Development,Research Scientist,High School,3263,4,3,3,2,2,No,14,No
951,52,Female,Research & Development,Research Scientist,Bachelor's,14289,25,4,17,4,1,No,8,No
952,45,Male,Finance,Finance Manager,Bachelor's,14306,20,0,16,2,2,No,4,No
953,24,Female,Sales,Sales Representative,Bachelor's,4058,4,4,4,4,2,No,16,No
